Sample ID	Block	Time	Jar	Treatment	Measurement Date	Measurer Name	Larval Stage	Length	Height	Circumference 	Alive/Dead	Normal.Deformed
CS.B12.T00.J12.7.26.19.rafter-0014	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.044	0.052	0.159	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0015	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.048	0.053	0.172	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0016	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.073	0.072	0.241	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0017	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.054	0.053	0.180	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0018	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.05	0.058	0.168	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0019	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.044	0.06	0.170	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0020	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.048	0.056	0.169	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0021	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.049	0.051	0.165	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0022	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.053	0.063	0.199	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0023	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.054	0.042	0.157	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0024	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.041	0.069	0.185	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0025	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.047	0.057	0.189	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0026	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.040	0.054	0.194	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0027	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.054	0.055	0.187	Alive	Normal
CS.B12.T00.J12.7.26.19.rafter-0028	B12	T00	J12	SE	11/14/19	Melati Tarrant	Trochophore	0.055	0.054	0.178	Alive	Normal
CS.B12.T01.J08.rafter-0001	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.063	0.057	0.19	Alive	Normal
CS.B12.T01.J08.rafter-0002	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.053	0.054	0.177	Alive	Normal
CS.B12.T01.J08.rafter-0003	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.055	0.059	0.19	Alive	Normal
CS.B12.T01.J08.rafter-0004	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.049	0.05	0.175	Alive	Normal
CS.B12.T01.J08.rafter-0005	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.058	0.053	0.175	Alive	Normal
CS.B12.T01.J08.rafter-0006	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.052	0.057	0.191	Alive	Normal
CS.B12.T01.J08.rafter-0007	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.057	0.053	0.182	Alive	Normal
CS.B12.T01.J08.rafter-0008	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.063	0.059	0.197	Alive	Normal
CS.B12.T01.J08.rafter-0009	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.069	0.069	0.217	Alive	Normal
CS.B12.T01.J08.rafter-0010	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.067	0.055	0.207	Alive	Normal
CS.B12.T01.J08.rafter-0011	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.066	0.052	0.185	Alive	Normal
CS.B12.T01.J08.rafter-0012	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.053	0.062	0.185	Alive	Normal
CS.B12.T01.J08.rafter-0013	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.051	0.053	0.167	Alive	Normal
CS.B12.T01.J08.rafter-0014	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.05	0.042	0.148	Alive	Normal
CS.B12.T01.J08.rafter-0015	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.072	0.055	0.219	Alive	Normal
CS.B12.T01.J08.rafter-0016	B12	T00	J08	CON	11/12/19	Melati Tarrant	Trochophore	0.05	0.042	0.144	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0001	B12	T12	J01	SE	10/25/19	Melati Tarrant	Trochophore	0.051	0.053	0.171	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0002	B12	T12	J01	SE	10/25/19	Melati Tarrant	D-Stage	0.047	0.056	0.188	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0003	B12	T12	J01	SE	10/31/19	Melati Tarrant	D-Stage	0.045	0.055	0.179	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0004	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.054	0.061	0.193	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0005	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.062	0.061	0.194	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0006	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.052	0.061	0.183	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0007	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.056	0.062	0.185	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0008	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.057	0.062	0.192	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0009	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.043	0.05	0.151	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0010	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.049	0.052	0.157	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0012	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.068	0.054	0.190	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0013	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.053	0.053	0.181	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0014	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	NA	NA	NA	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0015	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.063	0.06	0.191	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0016	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.045	0.051	0.152	Alive	Normal
CS.B12.T12.J01.7.29.19.rafter-0017	B12	T12	J01	SE	10/31/19	Melati Tarrant	Trochophore	0.049	0.054	0.167	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0001	B12	T12	J02	CON	11/1/19	Melati Tarrant	D-Stage	0.045	0.051	0.172	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0002	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.027	0.032	0.104	Alive	Deformed
CS.B12.T12.J02.7.30.19.rafter-0003	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.026	0.025	0.086	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0004	B12	T12	J02	CON	11/1/19	Melati Tarrant	D-Stage	0.045	0.06	0.202	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0005	B12	T12	J02	CON	11/1/19	Melati Tarrant	D-Stage	0.054	0.058	0.197	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0006	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.051	0.066	0.196	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0007	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.027	0.035	0.102	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0008	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.047	0.056	0.158	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0009	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.051	0.064	0.181	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0010	B12	T12	J02	CON	11/1/19	Melati Tarrant	Trochophore	0.056	0.059	0.181	Alive	Normal
CS.B12.T12.J02.7.30.19.rafter-0011	B12	T12	J02	CON	11/1/19	Melati Tarrant	D-Stage	0.049	0.057	0.201	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0001	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.056	0.052	0.183	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0002	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.050	0.054	0.168	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0003	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.062	0.064	0.198	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0004	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.053	0.057	0.181	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0005	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.057	0.052	0.176	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0006	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.060	0.057	0.182	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0007	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.025	0.028	0.095	Alive	Deformed
CS.B12.T12.J03.7.30.19.rafter-0008	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.050	0.06	0.171	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0009	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.055	0.051	0.171	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0011	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.069	0.059	0.205	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0012	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.055	0.048	0.162	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0013	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.043	0.051	0.173	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0014	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.048	0.055	0.166	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0016	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.055	0.052	0.172	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0017	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.054	0.054	0.166	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0018	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.043	0.052	0.168	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0019	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.057	0.05	0.165	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0020	B12	T12	J03	CASE	11/1/19	Melati Tarrant	D-Stage	0.064	0.063	0.195	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0022	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.061	0.055	0.181	Alive	Normal
CS.B12.T12.J03.7.30.19.rafter-0023	B12	T12	J03	CASE	11/1/19	Melati Tarrant	Trochophore	0.056	0.056	0.169	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0001	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.056	0.054	0.175	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0002	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.033	0.022	0.095	Alive	Deformed
CS.B12.T12.J04.7.30.19.rafter-0003	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.051	0.063	0.179	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0004	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.065	0.048	0.185	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0005	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.026	0.032	0.094	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0006	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.05	0.06	0.167	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0007	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.052	0.053	0.172	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0009	B12	T12	J04	CASE	11/1/19	Melati Tarrant	Trochophore	0.056	0.057	0.174	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0011	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.055	0.056	0.173	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0012	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.062	0.062	0.193	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0013	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.053	0.06	0.181	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0014	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.051	0.053	0.174	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0015	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.062	0.047	0.178	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0016	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.056	0.063	0.183	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0017	B12	T12	J04	CASE	11/2/19	Melati Tarrant	D-Stage	0.038	0.055	0.177	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0018	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.056	0.052	0.178	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0019	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.054	0.064	0.186	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0020	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.056	0.06	0.191	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0021	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.057	0.054	0.191	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0022	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.06	0.051	0.172	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0023	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.045	0.064	0.201	Alive	Normal
CS.B12.T12.J04.7.30.19.rafter-0024	B12	T12	J04	CASE	11/2/19	Melati Tarrant	Trochophore	0.058	0.055	0.177	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0001	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.049	0.054	0.176	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0002	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.049	0.051	0.168	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0004	B12	T12	J05	CA	10/18/19	Melati Tarrant	D-Stage	0.066	0.054	0.185	Alive	Deformed
CS.B12.T12.J05.8.2.19.rafter-0005	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.039	0.05	0.169	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0006	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.054	0.056	0.175	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0007	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.055	0.063	0.186	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0008	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.058	0.062	0.195	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0009	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.051	0.06	1.71E-01	Alive	Normal
CS.B12.T12.J05.8.2.19.rafter-0011	B12	T12	J05	CA	10/18/19	Melati Tarrant	Trochophore	0.052	0.06	0.18	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0001	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.05	0.047	0.194	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0002	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.032	0.02	0.087	Alive	Deformed
CS.B12.T12.J06.8.5.19.rafter-0003	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.054	0.035	0.167	Alive	Deformed
CS.B12.T12.J06.8.5.19.rafter-0004	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.061	0.061	0.186	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0005	B12	T12	J06	CA	11/3/19	Melati Tarrant	D-Stage	0.047	0.057	0.19	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0006	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.06	0.06	0.187	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0007	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.06	0.06	0.188	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0008	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.047	0.06	0.174	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0009	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.055	0.056	0.17	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0010	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.061	0.06	0.2	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0011	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.058	0.062	0.194	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0012	B12	T12	J06	CA	11/3/19	Melati Tarrant	D-Stage	0.039	0.05	0.17	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0013	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.056	0.059	0.186	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0014	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.052	0.059	0.171	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0015	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.058	0.061	0.191	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0016	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.055	0.067	0.193	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0017	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.054	0.054	0.174	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0018	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.056	0.061	0.177	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0020	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.051	0.057	0.18	Alive	Normal
CS.B12.T12.J06.8.5.19.rafter-0021	B12	T12	J06	CA	11/3/19	Melati Tarrant	Trochophore	0.062	0.065	0.189	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0002	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.047	0.073	0.204	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0003	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.058	0.049	0.177	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0004	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.053	0.06	0.186	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0005	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.063	0.051	0.193	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0006	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.051	0.057	0.17	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0007	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.053	0.057	0.172	Alive	Normal
CS.B12.T12.J07.8.6.19.rafter-0009	B12	T12	J07	CASE	11/4/19	Melati Tarrant	Trochophore	0.053	0.065	0.209	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0001	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.045	0.06	0.174	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0002	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.053	0.054	0.181	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0003	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.057	0.043	0.162	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0004	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.053	0.057	0.171	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0005	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.044	0.052	0.151	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0006	B12	T12	J08	CON	11/4/19	Melati Tarrant	D-Stage	0.044	0.051	0.181	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0007	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.051	0.062	0.174	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0008	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.045	0.064	0.183	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0009	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.058	0.054	0.172	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0010	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.055	0.065	0.200	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0011	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.070	0.052	0.211	Alive	Deformed
CS.B12.T12.J08.8.6.19.rafter-0012	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.061	0.053	0.183	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0013	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.048	0.058	0.185	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0014	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.058	0.055	0.178	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0015	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.057	0.063	0.194	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0016	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.049	0.053	0.160	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0017	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.059	0.055	0.195	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0018	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.054	0.059	0.181	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0019	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.045	0.054	0.174	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0020	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.059	0.059	0.185	Alive	Normal
CS.B12.T12.J08.8.6.19.rafter-0021	B12	T12	J08	CON	11/4/19	Melati Tarrant	Trochophore	0.052	0.061	0.181	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0001	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.041	0.053	0.188	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0002	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.051	0.05	0.167	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0003	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.053	0.056	0.176	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0004	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.055	0.048	0.162	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0005	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.021	0.031	0.090	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0006	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.054	0.058	0.167	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0007	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.048	0.053	0.157	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0008	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.052	0.05	0.164	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0009	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.044	0.054	0.189	Alive	Normal
CS.B12.T12.J09.8.7.19.rafter-0010	B12	T12	J09	SE	11/5/19	Melati Tarrant	Trochophore	0.054	0.063	0.189	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0001	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.056	0.058	0.184	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0002	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.053	0.053	0.158	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0003	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.059	0.065	0.202	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0004	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.06	0.054	0.179	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0005	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.059	0.049	0.182	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0006	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.062	0.056	0.197	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0007	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.059	0.065	0.208	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0008	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.062	0.063	0.204	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0009	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.057	0.068	0.198	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0010	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.063	0.063	0.192	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0011	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.056	0.055	0.177	Alive	Normal
CS.B12.T12.J10.8.8.19.rafter-0012	B12	T12	J10	CON	11/5/19	Melati Tarrant	Trochophore	0.059	0.053	0.169	Alive	Normal
